step_id,campaign_id,campaign_name,industry,sender,receiver,step_order,subject,wait_days,variant,variant_from_step
326,51,EWWS - Google → Google (20_04),EWWS,Google,Google,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
328,51,EWWS - Google → Google (20_04),EWWS,Google,Google,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
330,51,EWWS - Google → Google (20_04),EWWS,Google,Google,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
333,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,0,for {FIRST_NAME},2,True,332
335,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,334
337,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,336
332,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
334,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
336,52,EWWS - Google → Custom+Misc (20_04),EWWS,Google,Custom+Misc,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
339,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,0,for {FIRST_NAME},2,True,338
341,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,340
343,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,342
338,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
340,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
342,53,EWWS - Microsoft → Outlook (20_04),EWWS,Microsoft,Outlook,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
345,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,0,for {FIRST_NAME},2,True,344
347,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,346
349,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,348
344,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
346,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
348,54,EWWS - Microsoft → Proofpoint (20_04),EWWS,Microsoft,Proofpoint,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
351,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,0,for {FIRST_NAME},2,True,350
353,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,352
355,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,354
350,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
352,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
354,55,Medical Equipment - Google → Google (21_04),Medical Equipment,Google,Google,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
357,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,0,for {FIRST_NAME},2,True,356
359,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,358
361,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,360
356,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
358,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
360,56,Medical Equipment - Google → Custom+Misc (21_04),Medical Equipment,Google,Custom+Misc,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
363,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,0,for {FIRST_NAME},2,True,362
365,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,364
367,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,366
362,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
364,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
366,57,Medical Equipment - Microsoft → Outlook (21_04),Medical Equipment,Microsoft,Outlook,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
369,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,0,for {FIRST_NAME},2,True,368
371,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,370
373,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,372
368,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
370,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
372,58,Medical Equipment - Microsoft → Proofpoint (21_04),Medical Equipment,Microsoft,Proofpoint,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
375,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,0,for {FIRST_NAME},2,True,374
377,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,376
379,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,378
374,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
376,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
378,59,Equipment Rental - Google → Google (21_04),Equipment Rental,Google,Google,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
381,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,0,for {FIRST_NAME},2,True,380
383,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,382
385,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,384
380,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
382,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
384,60,Equipment Rental - Google → Custom+Misc (21_04),Equipment Rental,Google,Custom+Misc,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
387,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,0,for {FIRST_NAME},2,True,386
389,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,388
391,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,390
386,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
388,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
390,61,Equipment Rental - Microsoft → Outlook (21_04),Equipment Rental,Microsoft,Outlook,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
393,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,0,for {FIRST_NAME},2,True,392
395,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,394
397,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,396
392,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
394,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
396,62,Equipment Rental - Microsoft → Proofpoint (21_04),Equipment Rental,Microsoft,Proofpoint,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
399,63,Advertising - Google → Google (22_04),Advertising,Google,Google,0,for {FIRST_NAME},2,True,398
401,63,Advertising - Google → Google (22_04),Advertising,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,400
403,63,Advertising - Google → Google (22_04),Advertising,Google,Google,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,402
398,63,Advertising - Google → Google (22_04),Advertising,Google,Google,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
400,63,Advertising - Google → Google (22_04),Advertising,Google,Google,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
402,63,Advertising - Google → Google (22_04),Advertising,Google,Google,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
405,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,0,for {FIRST_NAME},2,True,404
407,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,406
409,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,408
404,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
406,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
408,64,Advertising - Google → Custom+Misc (22_04),Advertising,Google,Custom+Misc,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
411,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,0,for {FIRST_NAME},2,True,410
413,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,412
415,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,414
410,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
412,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
414,65,Advertising - Microsoft → Outlook (22_04),Advertising,Microsoft,Outlook,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
417,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,0,for {FIRST_NAME},2,True,416
419,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,True,418
421,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,0,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,True,420
416,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,1,{Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},2,False,
418,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,2,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},3,False,
420,66,Advertising - Microsoft → Proofpoint (22_04),Advertising,Microsoft,Proofpoint,3,Re: {Hidden|Untapped|Overlooked} inbound {opportunities|demand|lead opportunities} for {COMPANY},1,False,
